Author,Title,Publication Year,Abstract Note,SOURCE
paschalis arvanitidis a. economou georgios grigoriou c. kollias,Trust in peers or in the institution? A decomposition analysis of Airbnb listings’ pricing,2020,"ABSTRACT The present paper examines whether Airbnb listing prices differ significantly between ‘casual’ hosts and hosts with multiple listings, regarded as professionals. To this effect the Airbnb apartment market in Athens (Greece) is used as a case study. Drawing on a sample of about 3.500 Airbnb apartments listed in May 2017, the study employs, first, typical hedonic price modelling to assess the determinants of listings’ price of both groups, and then it uses the Blinder–Oaxaca decomposition methodology to examine whether there is a price gap between casual and professional hosts, the characteristics that cause this price gap and their relative contribution to it. The research finds a statistically significant difference in the Airbnb pricing between casual and professional hosts, where about a half of the price gap is attributed to the ‘better’ listings that professionals manage (in terms of size, availability of amenities and locational attributes), and a half to the different reaction hosts have towards specific Airbnb characteristics. In particular, professionals value higher (i.e. place more trust on) the Superhost badge issued by Airbnb as an institution, whereas casual hosts place trust on (and price accordingly) the evaluations provided by the guests.",10.1080/13683500.2020.1806794
giana m. eckhardt m. houston baojun jiang cait lamberton a. rindfleisch g. zervas,Marketing in the Sharing Economy,2019,"The last decade has seen the emergence of the sharing economy as well as the rise of a diverse array of research on this topic both inside and outside the marketing discipline. However, the sharing economy’s implications for marketing thought and practice remain unclear. This article defines the sharing economy as a technologically enabled socioeconomic system with five key characteristics (i.e., temporary access, transfer of economic value, platform mediation, expanded consumer role, and crowdsourced supply). It also examines the sharing economy’s impact on marketing’s traditional beliefs and practices in terms of how it challenges three key foundations of marketing: institutions (e.g., consumers, firms and channels, regulators), processes (e.g., innovation, branding, customer experience, value appropriation), and value creation (e.g., value for consumers, value for firms, value for society) and offers future research directions designed to push the boundaries of marketing thought. The article concludes with a set of forward-looking guideposts that highlight the implications of the sharing economy’s paradoxes, maturation, and technological development for marketing research. Collectively, this article aims to help marketing scholars not only keep pace with the sharing economy but also shape its future direction.",10.1177/0022242919861929
miroslav tushev fahime ebrahimi anas mahmoud,A Systematic Literature Review of Anti-Discrimination Design Strategies in the Digital Sharing Economy,2022,"Applications of the Digital Sharing Economy (DSE), such as Uber, Airbnb, and TaskRabbit, have become a main facilitator of economic growth and shared prosperity in modern-day societies. However, recent research has revealed that the participation of minority groups in DSE activities is often hindered by different forms of bias and discrimination. Evidence of such behavior has been documented across almost all domains of DSE, including ridesharing, lodging, and freelancing. However, little is known about the underlying design decisions of DSE platforms which allow certain demographics of the market to gain unfair advantage over others. To bridge this knowledge gap, in this paper, we systematically synthesize evidence from 58 interdisciplinary studies to identify the pervasive discrimination concerns affecting DSE platforms along with their triggering features and mitigation strategies. Our objective is to consolidate such interdisciplinary evidence from a software design point of view. Our results show that existing evidence is mainly geared towards documenting and mitigating issues of racism and sexism affecting platforms of ridesharing, lodging, and freelancing. Our review further shows that discrimination concerns in the DSE market are commonly enabled by features of user profiles and commonly impact reputation systems.",10.1109/TSE.2021.3139961
daniel a. guttentag,Airbnb: disruptive innovation and the rise of an informal tourism accommodation sector,2015,"This article explores the emergence of Airbnb, a company whose website permits ordinary people to rent out their residences as tourist accommodation. The company was just recently established, but it has grown extremely rapidly and is now selling many millions of room nights annually. This rise is examined through the lens of disruptive innovation theory, which describes how products that lack in traditionally favoured attributes but offer alternative benefits can, over time, transform a market and capture mainstream consumers. The concepts of disruptive innovation are used to consider Airbnb's novel business model, which is built around modern internet technologies, and Airbnb's distinct appeal, which centres on cost-savings, household amenities, and the potential for more authentic local experiences. Despite Airbnb's growing popularity, many Airbnb rentals are actually illegal due to short-term rental regulations. These legality issues and their corresponding tax concerns are discussed, with an overview of the current state of regulatory flux and a possible path for resolution. Thereafter, the article considers Airbnb's potential to significantly disrupt the traditional accommodation sector, and the positive and negative impacts Airbnb may have on destinations. Finally, numerous questions for future research are proposed.",10.1080/13683500.2013.827159
bastian jaeger willem w. a. sleegers a. evans,Automated classification of demographics from face images: A tutorial and validation,2018,"Examining disparities in social outcomes as a function of gender, age, or race has a long tradition in psychology and other social sciences. With an increasing availability of large naturalistic data sets, researchers are afforded the opportunity to study the effects of demographic characteristics with real-world data and high statistical power. However, since traditional studies rely on human raters to asses demographic characteristics, limits in participant pools can hinder researchers from analyzing large data sets. Automated procedures offer a new solution to the classification of face images. Here, we present a tutorial on how to use two face classification algorithms, Face++ and Kairos. We also test and compare their accuracy under varying conditions and provide practical recommendations for their use. Drawing on two face databases (n = 2,805 images), we find that classification accuracy is (a) relatively high, with Kairos generally outperforming Face++ (b) similar for standardized and more variable images, and (c) dependent on target demographics. For example, accuracy was lower for Hispanic and Asian (vs. Black and White) targets. In sum, we propose that automated face classification can be a useful tool for researchers interested in studying the effects of demographic characteristics in large naturalistic data sets.",10.1111/SPC3.12520
"dimitrios buhalis, l. andreu, j. gnoth,",The dark side of the sharing economy: Balancing value co‐creation and value co‐destruction,2020,"The sharing economy disrupts the marketplace and brings both benefits and disadvantages into service ecosystems. We discuss principles of the S-D logic and transformative service research and explore the processes of value co-creation and co-destruction of well-being within the ecosystem of the accommodation sharing economy. Following a brief period of euphoria, the dark side of the sharing economy emerges, defined as the socially, environmentally, or economically undesirable effects introduced by the sharing economy. Airbnb introduced new realities for visitors, neighborhoods, the accommodation industry, and city councils, whereby some stakeholders are frequently found to maximize their own value at the expense of others. Value co-destruction prevails often due to uncontrolled and rapid expansion. We seek to promote a more balanced process, and the optimization of value co-creation, while seeking to prevent value co-destruction. Using a literature review, netnography, and a case study, we investigate co-creation and co-destruction, as expressed by different stakeholders, and focus on the socio-psychological implications in the use of sharing platforms that affect the well-being of individuals and community. A conceptual framework is proposed to manage future research addressing well-being, value co-creation and co-destruction in complex ecosystem service networks.",data/airbnb.pdf
miroslav tushev fahime ebrahimi anas mahmoud,Digital Discrimination in Sharing Economy A Requirements Engineering Perspective,2020,"Recent evidence has revealed that Sharing Economy platforms such as Uber, Airbnb, and TaskRabbit, have become active hubs for digital discrimination. This new form of discrimination refers to a phenomenon where a business transaction is influenced by race, gender, age, or any other non-business related characteristic of providers or consumers. Existing research often tackles this problem from a socio-economic and regulatory points of view. However, the research on the design aspects of Sharing Economy software, which enable such complex sociotechnical problems to emerge online, is still underdeveloped. To bridge this gap, in this paper, we propose a new perspective on digital discrimination, tackling the problem from a Requirements Engineering point of view. Specifically, we analyze a large dataset of online user feedback as well as synthesize existing literature to identify and classify pervasive discrimination concerns in the Sharing Economy market. Based on this analysis, we devise a crowd-driven domain model to represent these concerns along with their relations to the functional features and user goals of Sharing Economy platforms. This model is intended to provide requirements engineers, working on Sharing Economy software, with systematic insights into the complex types of socio-technical problems that can emerge in the operational environments of their systems.",10.1109/RE48521.2020.00031
y. suparman h. folmer j. oud,Hedonic price models with omitted variables and measurement errors: a constrained autoregression–structural equation modeling approach with application to urban Indonesia,2013,"Omitted variables and measurement errors in explanatory variables frequently occur in hedonic price models. Ignoring these problems leads to biased estimators. In this paper, we develop a constrained autoregression–structural equation model (ASEM) to handle both types of problems. Standard panel data models to handle omitted variables bias are based on the assumption that the omitted variables are time-invariant. ASEM allows handling of both time-varying and time-invariant omitted variables by constrained autoregression. In the case of measurement error, standard approaches require additional external information which is usually difficult to obtain. ASEM exploits the fact that panel data are repeatedly measured which allows decomposing the variance of a variable into the true variance and the variance due to measurement error. We apply ASEM to estimate a hedonic housing model for urban Indonesia. To get insight into the consequences of measurement error and omitted variables, we compare the ASEM estimates with the outcomes of (1) a standard SEM, which does not account for omitted variables, (2) a constrained autoregression model, which does not account for measurement error, and (3) a fixed effects hedonic model, which ignores measurement error and time-varying omitted variables. The differences between the ASEM estimates and the outcomes of the three alternative approaches are substantial.",10.1007/s10109-013-0186-3 --> https://link.springer.com/article/10.1007/s10109-013-0186-3
m. ferreri r. sanyal,Platform economies and urban planning: Airbnb and regulated deregulation in London,2018,"The ‘sharing economy’ has become a new buzzword in urban life as digital technology companies set up online platforms to link together people and un- or underutilised assets with those seeking to rent them for short periods of time. While cloaked under the rhetoric of ‘sharing’, the exchanges they foster are usually profit-driven. These economic activities are having profound impacts on urban environments as they disrupt traditional forms of hospitality, transport, service industry and housing. While critical debates have focused on the challenges that sharing economy activities bring to existing labour and economic practices, it is necessary to acknowledge that they also have increasingly significant impacts on planning policy and urban governance. Using the case of Airbnb in London, this article looks at how these sharing or platform economy companies are involved in encouraging governments to change existing regulations, in this case by deregulating short-term letting. This has important implications for planning enforcement. We examine how the challenges around obtaining data to enforce new regulations are being addressed by local councils who struggle to balance corporate interests with public good. Finally, we address proposals for using algorithms and big data as means of urban governance and argue that the schism between regulation and enforcement is opening up new digitally mediated spaces of informal practices in cities.",10.1177/0042098017751982
m. brewer,In-group bias in the minimal intergroup situation: A cognitive-motivational analysis.,1979,"Experimental research on intergroup discrimination in favor of one's own group is reviewed in terms of the basis of differentiati on between in-group and outgroup and in terms of the response measure on which in-group bias is assessed. Results of the research reviewed suggest that (a) factors such as intergroup competition, similarity, and status differentials affect in-group bias indirectly by influencing the salience of distinctions between in-group and out-group, (b) the degree of intergroup differentiation on a particular response dimension is a joint function of the relevance of intergroup distinctions and the favorableness of the in-group's position on that dimension, and (c) the enhancement of in-group bias is more related to increased favoritism toward in-group members than to increased hostility toward out-group members. The implications of these results for positive applications of group identification are discussed. In 1906, sociologist William Sumner articulated a functionalist approach to the nature of intergroup attitudes in his exposition of the concept of ethnocentrism . The differentiation of peoples into distinct ethnic groups originates, according to Sumner, in context of the ""conditions of the struggle for existence."" At the individual level, the psychological consequences of this differentiation both reflect and sustain the basic state of conflict between the in-group (or ""we-group"") and out-groups (or ""others-groups""):",10.1037/0033-2909.86.2.307
michael bar nishanlang khonglah,Racial differences in access to mortgage lending: comparison across major institutions,2022,"We use the 2019 Home Mortgage Disclosure Act (HMDA) dataset to measure racial bias in residential loan approval across the 20 largest mortgage granting institutions in the US. This data set reflects the changes in reporting requirements implemented from 2018 onwards, and include important variables that were missing from previous HMDA public samples. We observe large variation in unexplained race gaps across institutions, ranging 1.9–13.2% points for Black applicants, and 0.2–8.1% points for Hispanic applicants. The nationwide estimates are close to the middle of these ranges, and therefore mask the wide variation across institutions. We argue that comparison across major institutions reduces the impact of omitted-variable bias, which cast doubt on previous findings of “discrimination” based on HMDA public data. For such cross-institutions gaps to be driven by omitted variables, it would require unusual sorting of minority applicants across institutions. Our findings of possible discrimination are quite compelling due to (i) newly available variables, (ii) comparison across institutions, and (iii) the use of Oaxaca–Blinder–Fairlie decomposition, which reduces the bias due to the omission of variables correlated with race. We advocate for internal and external fair-lending reviews of institutions, starting with the ones at the top of our list in terms of unexplained race gaps and for publicizing the credit approval formulas used by institutions.",10.1007/s43546-022-00276-5 --> https://link.springer.com/article/10.1007/s43546-022-00276-5
david g. blanchflower david g. blanchflower david g. blanchflower,International evidence on well-being,2008,"National Time Accounting is a way of measuring society's well-being, based on time use. Its explicit form is the U-index, for ""unpleasant"" or ""undesirable"", which measures the proportion of time an individual spends in an unpleasant state. In this paper I review cross-country evidence on happiness and life satisfaction and consider whether these data will likely be replaced by the U-index. I find that first, that there are many similarities. According to both measures happiness is higher for the more educated, for married people, for those with higher income and for whites and lower for the unemployed; is U-shaped in age and un-trended over time in the USA although they are trended up in a number of EU countries and especially so in developing countries. Equivalent results are found using self-reported unhappiness data. Second, there is a large body of data on happiness that is unavailable on the U-index. For example, according to happiness research well-being across nations is lower the higher is the unemployment rate, the current inflation rate and the highest inflation rate in a person's adult life. Higher inequality also lowers happiness. Third, we know little about the predictive power of the U-index. Happiness and life satisfaction data seem able to forecast migration flows. Fourth, happy people are particularly optimistic about the future. Fifth, according to the happiness data the US ranks above France but the U-index suggests the reverse.",10.1111/j.0042-7092.2007.00700.x
jennifer l. doleac l. stein,The Visible Hand: Race and Online Market Outcomes,2010,"We examine the effect of race on market outcomes by selling iPods through local online classified advertisements throughout the United States in a year-long field experiment. Each ad features a photograph of the product being held by a dark- or light-skinned (“black” or “white”) hand. To provide context, we also consider a group of sellers against whom buyers might statistically discriminate for similar reasons: white sellers with wrist tattoos. Black sellers do worse than white sellers on a variety of market outcome measures: They receive 13% fewer responses and 17% fewer offers. These effects are strongest in the Northeast, and are similar in magnitude to those associated with the display of a wrist tattoo. Conditional on receiving at least one offer, black sellers also receive 2–4% lower offers, despite the selfselected—and presumably less biased—pool of buyers. In addition, buyers corresponding with black sellers exhibit lower trust: They are 17% less likely to include their name in e-mails, 44% less likely to accept delivery by mail, and 56% more likely to express concern about making a long-distance payment. We find evidence that black sellers suffer particularly poor outcomes in thin markets; it appears that discrimination may not “survive” in the presence of significant competition among buyers. Furthermore, black sellers do worst in the most racially isolated markets and markets with high property crime rates, consistent with channels through which we might expect statistical discrimination to operate.",10.1111/ecoj.12082
ruomeng cui jun li dennis j. zhang,Reducing Discrimination with Reviews in the Sharing Economy: Evidence from Field Experiments on Airbnb,2016,"Recent research has found widespread discrimination by hosts against guests of certain races in online marketplaces, which endangers the very basis of a sharing economy — building trust in the communities. In this paper, we explore the root cause of discrimination and how to eliminate discrimination. We conducted two randomized field experiments among 1,256 hosts on Airbnb by creating fictitious guest accounts and sending accommodation requests to them. We find that requests from guests with distinctively African American names are 19 percentage points less likely to be accepted than those with distinctively White names. However, a public review posted on a guest’s page mitigates discrimination: when guest accounts receive a positive review, the acceptance rates of guest accounts with distinctively White and African American names are statistically indistinguishable. We further demonstrate that a negative review also eliminates discrimination. Our finding is consistent with statistical discrimination: when lacking perfect information, hosts infer the quality of a guest by race and make rental decisions based on the average predicted quality of each racial group; when enough information is shared, hosts do not need to infer guests’ quality from their race, and discrimination is eliminated. Our results offer direct and clear guidance for sharing-economy platforms on how to reduce discrimination. Platform owners should motivate users to write reviews of one another and design a better mechanism to facilitate information sharing — especially information that signals guest quality.",10.2139/ssrn.2882982
venoo kakar j. voelz j. wu j. franco,The Visible Host: Does race guide Airbnb rental rates in San Francisco?,2017,"Peer to Peer e-commerce is increasingly characterized by trends towards the personalization of buyers and sellers in the on-line marketplace. This personalization includes buyer reviews, personal pictures and profiles, and other biographical information intended to reduce buyers’ perceived “purchase risk” or to facilitate trust in the sellers. However, this phenomenon is transforming what started as an essentially “anonymous” market to one susceptible to traditional market failures, including potential racial discrimination, in a manner similar to its brick and mortar counterparts. In this paper, we examine the effect of on-line host information (race, gender, sexual orientation, etc.) on the price of available rental listings in San Francisco on Airbnb.com. We find that on average, Asian and Hispanic hosts charge 8%-10% lower prices relative to their White counterparts on equivalent rental properties, after controlling for all renter-available information on rental unit characteristics, as well as additional information on neighborhood property values, area demographics, and occupancy rates. We do not find any differences in occupancy rates between minority and White hosts. This may suggest that minorities price lower because they are forward-looking, perhaps due to an expectation of discrimination in the online marketplace or have a preference to increase demand to either maintain their target occupancy level or to attract a larger pool of potential renters to choose from. Overall, our findings are consistent with but not conclusive of a market test of potential racial discrimination affecting Hispanic Airbnb hosts, manifested in an anticipation of disparate market demand for their rentals, and responded to by lower listing prices.",10.1016/J.JHE.2017.08.001 --> https://www.sciencedirect.com/science/article/pii/S1051137716301309
waqar nadeem saifeddin alimamy a. r. ashraf,Navigating through difficult times with ethical marketing: Assessing consumers' willingness-to-pay in the sharing economy,2023,"The pandemic has severely disrupted the activity and economic growth of co-working spaces, ridesharing, couch surfing, and other services known collectively as the “sharing economy.” Academicians and managers are exploring and experimenting with various strategies to recover losses, build meaningful connections with consumers, and optimize consumer engagement. As the sharing economy strives to recover from pandemic-induced losses, it is crucial to consider factors that might help sharing-economy firms navigate through difficult times. Moreover, value-co creation has been addressed previously in sharing economy research as a unidimensional construct with constrained applicability. Guided by the stimulus-organism-response (S–O-R) framework, the present study focuses on ethical marketing as a strategy for identifying consumer responses—including value co-creation, self–brand connection, and consumers' willingness to pay—that may benefit sharing-economy firms. We have collected the empirical data from n = 403 consumers in the sharing economy. Analyses through structural equation modelling tests reveal that ethical marketing influence value co-creation, self–brand connection, and consumers' willingness to pay. Contrary to our expectations, value co-creation has no influence on consumers' willingness to pay; however, the relationship between value co-creation and consumers' willingness to pay is fully mediated by self–brand connection. Based on empirical results, this study contributes to existing theoretical knowledge regarding ethical marketing and value co-creation literature in the sharing economy and proposes practical implications, including how consumers would be willing to co-create value, establish a self–brand connection, and are more likely to pay in response to ethical marketing.",10.1016/j.jretconser.2022.103150 --> https://www.sciencedirect.com/science/article/pii/S0969698922002430
j. oskam anna de visser-amundson,A systematic review of ethical issues in hospitality and tourism innovation,2022,"PurposeThe purpose of this paper is to identify the state of academic research on ethical issues connected to innovation in hospitality. Through a systematic review of the literature on this topic, the authors aim to offer a synthesis of research approaches and to provide proposals for future research.Design/methodology/approachThe authors conducted searches in four different databases, to select articles based on the inclusion criteria: the articles should combine the topics of innovation and hospitality/tourism and have been published between 2011 and 2021. Through an iterative screening process, the authors selected 71 research articles.FindingsThis paper distinguishes two categories of approaches to the topic: a first and predominant approach in which innovations are derived from evolving ethical insights and a more dispersed second category that explores the ethical implications of innovations. In the first category, articles about ethical leadership represent the greatest number, followed by those about corporate social responsibility (CSR). Almost half of the papers studied followed qualitative methods.Research limitations/implicationsThe authors argue that the prevalent perspective represents a specific interpretation of the social role of private companies, but that the ethical effects of commercial or technological innovations deserve more attention. Despite a rigorous procedure in reviewing the literature systematically, they also discuss that there are multiple relevant debates that do not refer explicitly to ethical aspects, but that should be included in the topic.Practical implicationsAddressing the research gaps in ethics and innovation in hospitality must provide practitioners with an understanding of the ramifications of their innovations and with criteria for ethical decision-making.Social implicationsThe current orientation of the debate underscores ethical innovations in hospitality and tourism, whilst ethical risks of other developments in these industries may remain understudied.Originality/valueThis review updates earlier reviews of ethical issues in hospitality and tourism, whilst the link to innovation and the distinction of two categories, based on the causal direction between ethical considerations and innovation, identify an imbalance in the study of the topic.",10.1108/jhti-11-2021-0305
david dann timm teubner christof weinhardt,Poster child and guinea pig – insights from a structured literature review on Airbnb,2019,"PurposeA growing body of research from various domains has investigated Airbnb, a two-sided market platform for peer-based accommodation sharing. The authors suggest that it is due time to take a step back and assess the current state of affairs. This paper aims to conflate and synthesize research on Airbnb.Design/methodology/approachTo facilitate research on Airbnb and its underlying principles in electronic commerce, the authors present a structured literature review on Airbnb.FindingsThe findings are based on 118 articles from the fields of tourism, information and management, law and economics between 2013 and 2018. Based on this broad basis, the authors find that: research on Airbnb is highly diverse in terms of domains, methods and scope; motives for using Airbnb are manifold (e.g. financial, social and environmental); trust and reputation are considered crucial by almost all scholars; the platform’s variety is reflected in prices; and the majority of work is based on surveys and empirical data while experiments are scarce.Practical implicationsBased on the present assessment of studied topics, domains, methods and combinations thereof, the authors suggest that research should move toward building atop of a common ground of data structures and vocabulary, and that attention should focus on the identified gaps and hitherto scarcely used combinations. The set of under-represented areas includes cross-cultural investigations, field experiments and audit studies, the consideration of dynamic processes (e.g. based on panel data), Airbnb’s “experiences” and automated pricing algorithms and the rating distribution’s skewness.Originality/valueThis study provides a comprehensive overview of work on the accommodation sharing platform Airbnb, to the best of the auhtors’ knowledge, representing the first systematic literature review. The authors hope that researchers and practitioners alike will find this review useful as a reference for future research on Airbnb and as a guide for the development of innovative applications based on the platform’s peculiarities and paradigms in electronic commerce practice. From a practical perspective, the general tenor suggests that hotel and tourism operators may benefit from: focusing on their core advantages over Airbnb and differentiating features and aligning their marketing communication with their users’ aspirations.",10.1108/IJCHM-03-2018-0186
"Gaddis, S. Michael, and Raj Ghoshal",A Racial Stratification System for the 21st Century: The Causes and Consequences of Discrimination among Millennials in Two Experiments,2017,,data/audit.pdf --> https://soc.ucla.edu/wp-content/uploads/2020/12/smig_c.v._7-19.pdf
"David J. Deming, Noam Yuchtman, Amira Abulaﬁ, Claudia Goldin, Lawrence F. Katz",The Value of Postsecondary Credentials in the Labor Market: An Experimental,2016,,data/audit.pdf --> https://www.aeaweb.org/articles?id=10.1257/aer.20141757
"Colin S. Campbell, S. Michael Gaddis",‘I Don’t Agree with Giving Cash’: A Survey Experiment Examining Support for Public Assistance,Forthcoming,,data/audit.pdf --> https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2599513
"j. heckman, peter siegelman,",The Urban Institute Audit Studies: Their Methods and Findings,1993,,data/audit.pdf --> https://www.semanticscholar.org/paper/The-Urban-Institute-Audit-Studies%3A-Their-Methods-Heckman-Siegelman/bb523775490d252f7a84fe8030748f9faad6773a
scott a. wright j. goodman,Mechanical Turk in Consumer Research,2019,,10.4324/9781351137713-18 --> https://www.taylorfrancis.com/chapters/edit/10.4324/9781351137713-18/mechanical-turk-consumer-research-scott-wright-joseph-goodman
"Steven D. Levitt, Stephen J. Dubner",Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,2005,,data/audit.pdf --> https://en.wikipedia.org/wiki/Freakonomics
"Gaddis, S. Michael","A Field Experiment on Associate Degrees and Certificates: Statistical Discrimination, Stigma, Signal Boost, and Signal Saturation",2016,,data/audit.pdf --> https://psu-us.academia.edu/SMichaelGaddis/CurriculumVitae
"Heckman, James J.",Detecting Discrimination,1998,,data/audit.pdf --> https://www.aeaweb.org/articles?id=10.1257/jep.12.2.101
"rajiv sharma, a. mitra, m. stano,","Insurance, race/ethnicity, and sex in the search for a new physician",2015,,data/audit.pdf --> https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=1038&context=econ_fac
"Dowling, Conor, and Michael G. Miller",Experimental Evidence on the Relationship Between Interest Group Funding and Candidate Vote Share,2016,,data/audit.pdf --> https://www.cambridge.org/core/journals/journal-of-experimental-political-science/article/experimental-evidence-on-the-relationship-between-candidate-funding-sources-and-voter-evaluations/1406498692CAB3AB3F913D0D176CBFBC
"a. hanson, zackary b. hawley, hal martin, bo liu,",Discrimination in mortgage lending: Evidence from a correspondence experiment☆,2016,,data/audit.pdf --> https://epublications.marquette.edu/econ_fac/555/
arne weigold ingrid k. weigold mi-seon jang emily m. thornton,College students’ and Mechanical Turk workers’ environmental factors while completing online surveys,2021,,10.1007/s11135-021-01237-0 --> https://www.researchgate.net/publication/354610998_College_students'_and_Mechanical_Turk_workers'_environmental_factors_while_completing_online_surveys
"Joleen Kirschenman, Kathryn M. Neckerman",‘We’d Love to Hire Them But...’: The Meaning of Race to Employers,1991,,data/audit.pdf --> https://www.taylorfrancis.com/chapters/edit/10.4324/9780429497896-16/love-hire-joleen-kirshenman-kathryn-neckerman
d. chandler a. kapelner,Breaking Monotony with Meaning: Motivation in Crowdsourcing Markets,2012,,10.1016/j.jebo.2013.03.003 --> https://arxiv.org/abs/1210.0962
kyle a. thomas scott clifford,Validity and Mechanical Turk: An assessment of exclusion methods and interactive experiments,2017,Highlights • Online participant recruitment has led to persistent concerns about data quality. • Online participants are just as attentive as participants recruited offline. • Online participants buy into experimental social interactions as much as in the lab. • Rigorous exclusion methods can be used to improve data quality online and offline.,10.1016/j.chb.2017.08.038 --> https://www.sciencedirect.com/science/article/pii/S074756321730506X
"rajeev darolia, c. koedel, paco martorell, katie wilson, f. perez-arce,",Race and gender effects on employer interest in job applicants: new evidence from a resume field experiment,2016,ABSTRACT We sent nearly 9000 fictitious resumes to advertisements for job openings in seven major cities in the United States across six occupational categories. We randomly assigned names to the resumes that convey race and gender but for which a strong socio-economic connotation is not implicated. We find little evidence of systematic employer preferences for applicants from particular race and gender groups.,data/audit.pdf
neil stewart jesse j. chandler gabriele paolacci,Crowdsourcing Samples in Cognitive Science,2017,"Crowdsourcing data collection from research participants recruited from online labor markets is now common in cognitive science. We review who is in the crowd and who can be reached by the average laboratory. We discuss reproducibility and review some recent methodological innovations for online experiments. We consider the design of research studies and arising ethical issues. We review how to code experiments for the web, what is known about video and audio presentation, and the measurement of reaction times. We close with comments about the high levels of experience of many participants and an emerging tragedy of the commons.",10.1016/j.tics.2017.06.007 --> https://pubmed.ncbi.nlm.nih.gov/28803699/
"a. hanson, zackary b. hawley,",Do landlords discriminate in the rental housing market? Evidence from an internet field experiment in US cities,2010,"This paper tests for racial discrimination in the rental housing market using matched-pair audits conducted via e-mail for rental units advertised on-line. We reveal home-seekers’ race to landlords by sending e-mails from names with a high likelihood of association with either whites or African Americans. Generally, discrimination occurs against African American names; however, when the content of the e-mail messages insinuates home-seekers with high social class, discrimination is non-existent. Racial discrimination is more severe in neighborhoods that are near “tipping points” in racial composition, and for units that are part of a larger building.",data/audit.pdf --> https://www.sciencedirect.com/science/article/pii/S0094119011000179
gabriele paolacci jesse j. chandler,Inside the Turk,2014,"Mechanical Turk (MTurk), an online labor market created by Amazon, has recently become popular among social scientists as a source of survey and experimental data. The workers who populate this market have been assessed on dimensions that are universally relevant to understanding whether, why, and when they should be recruited as research participants. We discuss the characteristics of MTurk as a participant pool for psychology and other social sciences, highlighting the traits of the MTurk samples, why people become MTurk workers and research participants, and how data quality on MTurk compares to that from other pools and depends on controllable and uncontrollable factors.",10.1177/0963721414531598
s. e. woo melissa g. keith meghan a. thornton,"Amazon Mechanical Turk for Industrial and Organizational Psychology: Advantages, Challenges, and Practical Recommendations",2015,"We are in almost full agreement with Landers and Behrend's (2015) thoughtful and balanced critiques of various convenience sampling strategies focusing on the four most frequently used data sources in our field. In this commentary, we expand on Landers and Behrend's discussions specifically around Mechanical Turk (MTurk) by providing further supporting voice and/or clarity to the four potential concerns and relative advantages associated with MTurk. We also raise a few additional concerns and challenges to which the current literature does not yet offer definitive answers. We conclude with some practical guidelines summarizing the relative advantages and unique challenges of using MTurk.",10.1017/iop.2015.21
matt lovett saleh bajaba myra lovett marcia j. simmering,Data Quality from Crowdsourced Surveys: A Mixed Method Inquiry into Perceptions of Amazon's Mechanical Turk Masters,2018,"Researchers in the social sciences are increasingly turning to online data collection panels for research purposes. While there is evidence that crowdsourcing platforms such as Amazon s Mechanical Turk can produce data as reliable as more traditional survey collection methods, little is known about Amazon s Mechanical Turk s most experienced respondents, their perceptions of crowdsourced data, and the degree to which these affect data quality. The current study utilises both quantitative and qualitative data to investigate Amazon s Mechanical Turk Masters perceptions and attitudes related to the data quality (e.g. inattention). Recommendations for researchers using crowdsourcing data are provided.",10.1111/apps.12124
s. m. gaddis,An Introduction to Audit Studies in the Social Sciences,2017,"An audit study is a specific type of field experiment primarily used to test for discriminatory behavior when survey and interview questions induce social desirability bas. In this chapter, I first review the language and definitions related to audit studies and encourage adoption of a common language. I then discuss why researchers use the audit method as well as when researchers can and should use this method. Next, I give an overview of the history of audit studies, focusing on major developments and changes in the overall body of work. Finally, I discuss the limitations of correspondence audits and provide some thoughts on future directions. Keywords Audit studies Correspondence audits Discrimination Field experiments",10.1007/978-3-319-71153-9_1 --> https://link.springer.com/chapter/10.1007/978-3-319-71153-9_1
"gabriele paolacci, jesse j. chandler, panagiotis g. ipeirotis,",Running Experiments on Amazon Mechanical Turk,2010,"Although Mechanical Turk has recently become popular among social scientists as a source of experimental data, doubts may linger about the quality of data provided by subjects recruited from online labor markets. We address these potential concerns by presenting new demographic data about the Mechanical Turk subject population, reviewing the strengths of Mechanical Turk relative to other online and offline methods of recruiting subjects, and comparing the magnitude of effects obtained using Mechanical Turk and traditional subject pools. We further discuss some additional benefits such as the possibility of longitudinal, cross cultural and prescreening designs, and offer some advice on how to best manage a common subject pool.",data/audit.pdf
jesse j. chandler pam mueller gabriele paolacci,Nonnaïveté among Amazon Mechanical Turk workers: Consequences and solutions for behavioral researchers,2013,"Crowdsourcing services—particularly Amazon Mechanical Turk—have made it easy for behavioral scientists to recruit research participants. However, researchers have overlooked crucial differences between crowdsourcing and traditional recruitment methods that provide unique opportunities and challenges. We show that crowdsourced workers are likely to participate across multiple related experiments and that researchers are overzealous in the exclusion of research participants. We describe how both of these problems can be avoided using advanced interface features that also allow prescreening and longitudinal data collection. Using these techniques can minimize the effects of previously ignored drawbacks and expand the scope of crowdsourcing as a tool for psychological research.",10.3758/s13428-013-0365-7 --> https://link.springer.com/article/10.3758/s13428-013-0365-7
