Abstract Note,SOURCE,Title,Publication Year,Author,Abstract Note Length
"Significance Why do scientists with similar backgrounds and abilities often end up achieving very different degrees of success? A classic explanation is that academic achievement exhibits a “Matthew effect”: Early successes increase future success chances. We analyze data from a large academic funding program that present a unique opportunity to quantify the Matthew effect and identify generative mechanisms. Our results show that winners just above the funding threshold accumulate more than twice as much funding during the subsequent eight years as nonwinners with near-identical review scores that fall just below the threshold. This effect is partly caused by nonwinners ceasing to compete for other funding opportunities, revealing a “participation” mechanism driving the Matthew effect. A classic thesis is that scientific achievement exhibits a “Matthew effect”: Scientists who have previously been successful are more likely to succeed again, producing increasing distinction. We investigate to what extent the Matthew effect drives the allocation of research funds. To this end, we assembled a dataset containing all review scores and funding decisions of grant proposals submitted by recent PhDs in a €2 billion granting program. Analyses of review scores reveal that early funding success introduces a growing rift, with winners just above the funding threshold accumulating more than twice as much research funding (€180,000) during the following eight years as nonwinners just below it. We find no evidence that winners’ improved funding chances in subsequent competitions are due to achievements enabled by the preceding grant, which suggests that early funding itself is an asset for acquiring later funding. Surprisingly, however, the emergent funding gap is partly created by applicants, who, after failing to win one grant, apply for another grant less often.",data/intelligence_addon.pdf,The Matthew effect in science funding,2018,"t. bol, mathijs de vaan, a. van de rijt,",
"Background and Objectives In the proposed symptom network approach to psychopathology, psychiatric disorders are assumed to result from the (causal) interplay between symptoms. By implementing this approach we explored whether individual feedback on symptom dynamics complements current categorical classification and treatment. The aim of this proof-of-principle case-study was to explore the feasibility, acceptability and usability of this transdiagnostic approach. Methods A female patient, aged 67, suffering from treatment resistant anxious and depressive symptoms was treated in our tertiary outpatient clinic for old age psychiatry. She participated in ecological momentary assessments (EMA), which involved intensive repeated measurements of mood and context-related items during two weeks. Visualizations of the interplay between the items were provided by network graphs and were discussed with the patient. Results Network graphs were discussed with the patient. For example, it was hypothesized and discussed with the patient that feeling relaxed increased physical activity, causing physical discomfort in the following hours. Physical discomfort caused stress as its symptoms resembled her feared somatic anxiety symptoms. This increased the patient’s insight that stress, expressed as somatic symptoms, played a central role in her panic disorder. This started a dialogue on how to cope with stress caused by somatic (anxiety) symptoms and provided a rationale for the patient to start an interoceptive exposure intervention she had repeatedly refused before. Limitations The observed symptom dynamics may not be generalizable to any other random two weeks. Conclusions Personalized diagnosis of psychopathology incorporating complex symptom dynamics is feasible and a promising addition to current categorical diagnostic systems and could guide intervention selection. This merits further exploration.",data/intelligence_addon.pdf,Personalized Feedback on Symptom Dynamics of Psychopathology: A Proof-of-Principle Study,2017,"r. kroeze, d. c. van der veen, m. servaas, j. bastiaansen, r. o. oude voshaar, d. borsboom, h. ruhé, r. schoevers, h. riese,",
"Abstract “Is there a biology of intelligence which is characteristic of the normal human nervous system?” Here we review 37 modern neuroimaging studies in an attempt to address this question posed by Halstead (1947) as he and other icons of the last century endeavored to understand how brain and behavior are linked through the expression of intelligence and reason. Reviewing studies from functional (i.e., functional magnetic resonance imaging, positron emission tomography) and structural (i.e., magnetic resonance spectroscopy, diffusion tensor imaging, voxel-based morphometry) neuroimaging paradigms, we report a striking consensus suggesting that variations in a distributed network predict individual differences found on intelligence and reasoning tasks. We describe this network as the Parieto-Frontal Integration Theory (P-FIT). The P-FIT model includes, by Brodmann areas (BAs): the dorsolateral prefrontal cortex (BAs 6, 9, 10, 45, 46, 47), the inferior (BAs 39, 40) and superior (BA 7) parietal lobule, the anterior cingulate (BA 32), and regions within the temporal (BAs 21, 37) and occipital (BAs 18, 19) lobes. White matter regions (i.e., arcuate fasciculus) are also implicated. The P-FIT is examined in light of findings from human lesion studies, including missile wounds, frontal lobotomy/leukotomy, temporal lobectomy, and lesions resulting in damage to the language network (e.g., aphasia), as well as findings from imaging research identifying brain regions under significant genetic control. Overall, we conclude that modern neuroimaging techniques are beginning to articulate a biology of intelligence. We propose that the P-FIT provides a parsimonious account for many of the empirical observations, to date, which relate individual differences in intelligence test scores to variations in brain structure and function. Moreover, the model provides a framework for testing new hypotheses in future experimental designs.",data/intelligence_addon.pdf,The Parieto-Frontal Integration Theory (P-FIT) of intelligence: Converging neuroimaging evidence,2007,"r. jung, r. haier,",
"The acquisition and retention of conceptual knowledge is more effective in well-structured curricula that provide an optimal conceptual framework for learning new material. However, the neural mechanisms by which preexisting conceptual schemas facilitate learning are not yet well understood despite their fundamental importance. A preexisting schema has been shown to enhance memory by influencing the balance between activity within the medial-temporal lobe and the medial pFC during mnemonic processes such as encoding, consolidation, and retrieval. Specifically, correctly encoding and retrieving information that is related to preexisting schemas appears rather related to medial prefrontal processing, whereas information unrelated or inconsistent with preexisting schemas rather relates to enhanced medial temporal processing and enhanced interaction between these structures. To further investigate interactions between these regions during conceptual encoding in a real-world university setting, we probed human brain activity and connectivity using fMRI during educationally relevant conceptual encoding carefully embedded within two course programs. Early second-year undergraduate biology and education students were scanned while encoding new facts that were either related or unrelated to the preexisting conceptual knowledge they had acquired during their first year of study. Subsequently, they were tested on their knowledge of these facts 24 hr later. Memory scores were better for course-related information, and this enhancement was associated with larger medial-prefrontal, but smaller medial-temporal subsequent memory effects. These activity differences went along with decreased functional interactions between these regions. Furthermore, schema-related medial-prefrontal subsequent memory effects measured during this experiment were found to be predictive of second-year course performance. These results, obtained in a real-world university setting, reveal brain mechanisms underlying acquisition of new knowledge that can be integrated into preexisting conceptual schemas and may indicate how relevant this process is for study success.",data/intelligence_addon.pdf,Building on Prior Knowledge: Schema-dependent Encoding Processes Relate to Academic Performance,2014,"m. v. kesteren, m. rijpkema, d. ruiter, r. morris, g. fernández,",
"Foreword, by Dr. John Carroll. I.INTELLIGENCE TESTS AND Gf-Gc THEORY. 1.A Continuum of Progress in Psychometric Theories and Measures of Intelligence: From Spearman's g to Contermporary Gf-Gc Theory. Theories of Intelligence: Three Research Traditions. Progress in Psychometric Theories and Measures of Intelligence. What Is Gf-Gc Theory? Broad and NarrowGf-Gc Abilities Definitions. The Relation BetweenGf-Gc Theory and Other Select Theories of Intelligence. Concluding Comments. 2.Gf-Gc Theory in Perspective: Supporting Evidence for Relations to Academic Achievement, Occupational Outcomes and Other Traits, and Limitations. Supporting Evidence for Gf-Gc Theory. Limitations of Gf-Gc Theory. II. THE INTELLIGENCE TEST DESK REFERENCE (ITDR): PSYCHOMETRIC, THEORETICAL, AND QUALITATIVE DESCRIPTIONS AND EVALUATIONS. 3.Understanding and Using the ITDR. Purpose of the ITDR. Understanding What Tests Measure: The ""Big Picture."" ""Focusing"" the Big Picture: The Cross-Battery Perspective. Psychometric Characteristics Presented in the ITDR. Other Variables That Influence Test Performance. The ITDR Summary Pages. 4Differential Ability Scales (DAS). General Information. Composite Measure Information. Score Information. Norming Information. Reviews. Subtest Summary Pages. 5.Kaufman Assessment Battery for Children (K-ABC). General Information. Composite Measure Information. Score Information. Norming Information. Reviews. Subtest Summary Pages. 6.Kaufman Adolescent and Adult Intelligence Test (KAIT). General Information. Composite Measure Information. Score Information. Norming Information. Reviews. Subtest Summary Pages. 7.Stanford-Binet Intelligence Scale: Fourth Edition (SB:IV). General Information. Composite Measure Information. Score Information. Norming Information. Reviews. Subtest Summary Pages. 8.Wechsler Adult Intelligence Scale - Third Edition (WAIS-III). General Information. Composite Measure Information. Score Information. Norming Information. Reviews. Subtest Summary Pages. 9.Wechsler Intelligence Scale for Children-Third Edition (WISC-III). General Information. Composite Measure Information. Score Information. Norming Information. Reviews. Subtest Summary Pages 10. Wechsler Preschool and Primary Scale of Intelligence-Revised (WPPSI-R). General Information. Composite Measure Information. Score Information. Norming Information. Reviews. Subtest Summary Pages. 11. Woodcock-Johnson Psycho-Educational Battery-Revised (WJ-R). General Information. Composite Measure Information. Score Information. Norming Information. Reviews. Subtest Summary Pages 12. Commonly Used and New ""Special Purpose"" Tests of Gf-Gc Abilities. Special Purpose Tests: A Supplement to Standard Intelligence Batteries. Conclusion. III. THE Gf-Gc CROSS BATTERY APPROACH TO ASSESSING AND INTERPRETING COGNITIVE ABILITIES. 13. The Gf-Gc Cross-Battery Approach: Definition and Application. A Definition of the Gf-Gc Cross-Battery Approach. Rationale for the Gf-Gc Cross-Battery Approach. Application of the Gf-Gc Cross-Battery Approach. Conclusions. 14. Gf-Gc Cross-Battery Interpretation and Selective Cross-Battery Assessment: Referral Concerns Referral Concerns and the Needs of Culturally and Linguistically Diverse Populations. Interpreting Gf-Gc Cross-Battery Data. Addressing Referral Concerns: An Example of Selective Cross-Battery Assessment. Selective Cross-Battery Assessments: Guidelines for Linguistically and Culturally Diverse Populations. Conclusions. References. Appendix A: Gf-Gc Cross-Battery Worksheets. Appendix B: Percentile Rank and Standard Score Conversion Table. Appendix C: Gf-Gc Standard Score Profile. Appendix D: Case Study Test Scores for J.J.",data/intelligence_addon.pdf,The intelligence test desk reference (ITDR): Gf-Gc cross-battery assessment.,1998,"k. mcgrew, d. flanagan,",
,data/mutualism.pdf --> https://faculty.wharton.upenn.edu/wp-content/uploads/2012/04/7306_Higher_Order_Factor_Analysis_in.pdf,Higher order factor structures and reticular vs. hierarchical formula for their interpretation,1965,"Cattell, R. B.",0.0
"Investigations of the role of competition, predation and abiotic stress in shaping natural communities were a staple for previous generations of ecologists and are still popular themes. However, more recent experimental research has uncovered the largely unanticipated, yet striking influence of facilitation (i.e. positive species interactions) on the organization of terrestrial and aquatic communities. Modern ecological concepts and theories were well established a decade before the current renaissance of interest in facilitation began, and thus do not consider the importance of a wide variety of facilitative interactions. It is time to bring ecological theory up to date by including facilitation. This process will not be painless because it will fundamentally change many basic predictions and will challenge some of our most cherished paradigms. But, ultimately, revising ecological theory will lead to a more accurate and inclusive understanding of natural communities.",data/mutualism.pdf,Inclusion of facilitation into ecological theory,2003,j. bruno j. stachowicz m. bertness,0.0
"Jensen provides a comprehensive treatment of one of the major constructs of behavioral science—general mental ability—labeled the g factor by its discoverer—C. Spearman. The g factor is about individual differences in mental abilities. In factor analyses of any and every large and diverse collection of measures of mental abilities, however varied the content of knowledge and skills they call upon, g emerges as the largest, most general source of differences between individuals and between certain subpopulations. Jensen explains the psychometric, statistical, genetic, and physiological basis of g, as well as the major theoretical challenges to the concept.",data/mutualism.pdf --> https://emilkirkegaard.dk/en/wp-content/uploads/The-g-factor-the-science-of-mental-ability-Arthur-R.-Jensen.pdf,Thegfactor: The science of mental ability,1998,A. R. Jensen,0.0
,data/mutualism.pdf --> https://www.semanticscholar.org/paper/Factor-Analysis-as-a-Statistical-Method.-2nd-ed.-Gower-Lawley/bcf16685fb1a401dbbbe2892af251cc887baacd4,Factor Analysis as a Statistical Method. 2nd ed.,1972,j. gower d. lawley a. e. maxwell,0.0
"Explains g as being the highly general capability for processing complex information of any type, explaining its value in predicting job performance. And, as complexity is the major distinction among jobs, g is more important further up the occupational hierarchy. The author discusses the generability and stability of the g factor, its meaning as a construct, and the complexity factor among jobs.",data/mutualism.pdf --> https://www.tandfonline.com/doi/abs/10.1080/08959285.2002.9668082,Where and why gmatters: Not a mystery,2002,L. S. Gottfredson,0.0
"Structural approaches to development, such as Piaget's stage theory, have proved to be problematic in dealing with developmental transitions. More promising in this respect are models of qualitative change that address macroscopical phase shifts in non‐linear dynamical systems that arise from quantitative changes at the microscopical level. In this introductory paper, we attempt to clarify the meanings of some of the core terms used in these models so as to set the scene for the subsequent contributions. We stress the relevance of recent advances in catastrophe theory for detecting developmental transitions and suggest that the concept of self‐organization as formulated in irreversible thermodynamics provides a framework for explaining them. As yet, there is a lack of convincing evidence that transitions of interest to developmental psychologists comply with principles of self‐organization that have become well established for time‐evolving systems in other disciplines such as chemistry and biology. Demonstrations of self‐organization in psychologically relevant simulation models are a first step in attaining such evidence. In this special issue, we concentrate primarily on a common approach to the detection of transitions across a number of domains of development. However, in doing so illustrations are given of the ways in which the hypothesis of self‐organization can be used to account for the mechanisms of developmental transitions.",data/mutualism.pdf --> https://www.studeersnel.nl/nl/document/universiteit-utrecht/culture-and-development/hoofdstuk-5-developmental-transitions/1166266,Developmental transitions,1998,"H. L. J. van der Maas, B. Hopkins",0.0
"The notion of development plays an important role in cultural, political and personal discourse. For instance, in the newspaper, we read about the problems of developing countries. At another level, personal development is considered an important issue and people spend considerable effort in promoting their development and that of others for whom they have responsibility. The notion of development has subtle and diverse meanings, which are reasonably adequately covered by everyday language. Scientific discourse about development as such, apart from the technical aspects of applying it to one or other specific domain of inquiry, is not much better developed, if at all, than its everyday counterpart. It might be interesting, therefore, to look at the intuitive meaning of the notion of development, in an attempt to uncover aspects that might be worth considering in more formal, scientific approaches. One way to do so is to look at the original meaning of the word'development', its etymology.",data/mutualism.pdf --> https://www.paulvangeert.nl/publications_files/Handbook%20Valsiner%20and%20Conolly.pdf,Dynamic systems approaches and modeling of developmental processes.,2003,p. geert,0.0
"This chapter highlights the central conceptual issues associated with evaluating the relationship between education and intelligence. The notion that intelligence influences educational success has been taken as a given among most theorists and researchers over the past century. The corpus of data suggests that both propositions are likely to be true to one degree or another, especially in terms of IQ test scores. The verisimilitude of these propositions, though, is most clearly demonstrated at the margins. Thus, individuals with very low measured intelligence are most highly likely to fail in mainstream educational assignments. Similarly, the complete absence of schooling appears highly likely to lead to very low measured intelligence. In between, the effects of intelligence on educational success and the effects of schooling on intelligence become attenuated. It is clear, however, that measured intelligence is not fixed and constant. It appears that the effects of education on intelligence tend to be more marked with younger children than with adults. The factors that influence change in intelligence may be general, or they may be multifaceted, such as involving constellations of traits that are mutually supportive or impeding for intellectual development.",data/mutualism.pdf --> https://hackscience.education/wp-content/uploads/2022/05/Ackerman_CV_202205.pdf,Education and g,2003,"Ackerman, P. L., & Lohman, D. F.",0.0
"Elaborates on the reality of the pervasive g as the general ability factor in cognitive performance, drawing a distinction between g as the purely empirical fact of an almost universally positive correlation between performance on different cognitive tasks and g as a psychological construct. The historical development of g is presented, using discussion and examples to affirm that the psychometric g exists and that it accounts for most of the prediction of educational and vocational criteria that is possible from a battery of tests of diverse and cognitive tasks. It is suggested that a more difficult task is to understand the essential nature of g. Overall discussion findings lead to the conclusion that the best measure of g will stem from a diverse set of cognitive tasks, chosen to call for relational thinking in a diversity of contexts.",data/mutualism.pdf --> https://nl.wikipedia.org/wiki/Edward_Thorndike,g,1994,R. L. Thorndike,0.0
"Existing instruments for measuring intellect² developed from three roots , the interview , the school examination , and the ' tests ' of sensory acuity, memory , attention , and the like , devised during the early history of psychology . The Stanford Binet , for example , is an improved , systematized and standardized interview . The Army Alpha is in part an improved school examination and in part an improved bat tery of tests like those used before 1900 by Galton , Ebbing haus , Cattell, Jastrow, and others . Existing instruments represent enormous improvements over what was available twenty years ago, but three funda mental defects remain . Just what they measure is not known ; how far it is proper to add , subtract , multiply , divide , and compute ratios with the measures obtained is not known ; just what the measures obtained signify concerning intellect is not known . We may refer to these defects in order as ambiguity in content , arbitrariness in units , and ambiguity in significance .",data/mutualism.pdf --> https://babel.hathitrust.org/cgi/pt?id=mdp.39015000265028,The measurement of intelligence,1927,R. L. Thorndike,0.0
,data/mutualism.pdf --> https://onlinelibrary.wiley.com/doi/full/10.1002/9781118660584.ese0431,A system for understanding cognitive capabilities: A theory and evidence on which it is based,1994,"J. L. Horn, J. Noll",0.0
"The lower average correlations among mental tests in groups of individuals of above-average IQ compared to those found in groups of individuals of below-average IQ implies a smaller general factor, or g, in the higher-IQ group, a phenomenon C. E. Spearman called the 'Law of Diminishing Returns'. This phenomenon was confirmed in six independent data sets based on three different test batteries (Wechsler Intelligence Scale for Children--Revised; Wechsler Adult Intelligence Scale--Revised; Spearman battery). It implies that psychometric g is less general in persons of high IQ and more general among those of low IQ. Two heretofore unknown effects were revealed consistently: (1) The g loadings of the various tests in a battery do not differ uniformly or randomly between high- and low-IQ groups; rather, the loadings are much more variable for higher-IQ samples than for lower-IQ samples; (2) Those tests in a battery that are less g-loaded (where g loadings are based on the general population) consistently show greater decrements in their g loadings between low- and high-IQ groups than do the more highly g-loaded tests, which show relatively little difference between low- and high-IQ groups.",data/mutualism.pdf --> http://arthurjensen.net/wp-content/uploads/2014/06/Regularities-in-Spearmans-Law-of-Diminishing-Returns-2003-by-Arthur-Robert-Jensen.pdf,Regularities in Spearman's Law of Diminishing Returns,2003,a. jensen,0.0
,10.1017/CBO9780511781308 --> https://books.google.com/books/about/Human_Intelligence.html?id=DwO4TtKAiCoC,Human Intelligence: List of Tables,2010,e. hunt,0.0
,data/mutualism.pdf --> https://gwern.net/doc/iq/1971-cattell-abilitiestheirstructuregrowthaction.pdf,"Abilities: Their structure, growth, and action",1971,r. cattell,0.0
"This book, first published in 1979, is about how we see: the environment around us (its surfaces, their layout, and their colors and textures); where we are in the environment; whether or not we are moving and, if we are, where we are going; what things are good for; how to do things (to thread a needle or drive an automobile); or why things look as they do. The basic assumption is that vision depends on the eye which is connected to the brain. The author suggests that natural vision depends on the eyes in the head on a body supported by the ground, the brain being only the central organ of a complete visual system. When no constraints are put on the visual system, people look around, walk up to something interesting and move around it so as to see it from all sides, and go from one vista to another. That is natural vision -- and what this book is about.",data/mutualism.pdf --> https://www.taylorfrancis.com/books/mono/10.4324/9781315740218/ecological-approach-visual-perception-james-gibson,The ecological approach to visual perception,1986,J. J. Gibson,0.0
"No subject in psychology has pro- voked more intense public controversy than the study of human intelligence. From its beginning, research on how and why people differ in overall mental ability has fallen prey to political and social agendas that obscure or distort even the most well-established scientific findings. Journalists, too, often present a view of intelligence research that is exactly the opposite of what most intel- ligence experts believe. For these and other reasons, public understanding of intelligence falls far short of public con- cern about it. The IQ experts discussing their work in the public arena can feel as though they have fallen down the rabbit hole into Alice’s Wonderland. The debate over intelligence and intelligence testing focuses on the ques- tion of whether it is useful or meaning- ful to evaluate people according to a single major dimension of cognitive competence. Is there indeed a general mental ability we commonly call “intel- ligence,” and is it important in the prac- tical affairs of life? The answer, based on decades of intelligence research, is an unequivocal yes. No matter their form or content, tests of mental skills invari- ably point to the existence of a global factor that permeates all aspects of cog- nition. And this factor seems to have considerable influence on a person’s practical quality of life. Intelligence as measured by IQ tests is the single most effective predictor known of individual performance at school and on the job. It also predicts many other aspects of well- being, including a person’s chances of divorcing, dropping out of high school, being unemployed or having illegitimate children. By now the vast majority of intelli- gence researchers take these findings for granted. Yet in the press and in public debate, the facts are typically dismissed, downplayed or ignored. This misrepresen- tation reflects a clash between a deeply felt ideal and a stubborn reality. The ideal, implicit in many popular critiques of intelligence research, is that all people are born equally able and that social inequali- ty results only from the exercise of unjust privilege. The reality is that Mother Nature is no egalitarian. People are in fact unequal in intellectual potential—and they are born that way, just as they are born with different potentials for height, physical attractiveness, artistic flair, ath- letic prowess and other traits. Although subsequent experience shapes this poten- tial, no amount of social engineering can make individuals with widely divergent mental aptitudes into intellectual equals. Of course, there are many kinds of talent, many kinds of mental ability and many other aspects of personality and character that influence a person’s chances of happiness and success. The functional importance of general mental ability in everyday life, however, means that without onerous restrictions on individual liberty, differences in mental competence are likely to result in social inequality. This gulf between equal opportunity and equal outcomes is per- haps what pains Americans most about the subject of intelligence. The public intuitively knows what is at stake: when asked to rank personal qualities in order of desirability, people put intelligence second only to good health. But with a more realistic approach to the intellectual differences between people, society could better accommodate these differences and minimize the inequalities they create. Extracting g Early in the century-old study of intelligence, researchers discovered that all tests of mental ability ranked individ- uals in about the same way. Although mental tests are often designed to mea- sure specific domains of cognition—ver- bal fluency, say, or mathematical skill, spatial visualization or memory—people who do well on one kind of test tend to do well on the others, and people who do poorly generally do so across the board. This overlap, or intercorrelation, suggests that all such tests measure some global element of intellectual abil- ity as well as specific cognitive skills. In recent decades, psychologists have devoted much effort to isolating that general factor, which is abbreviated g, from the other aspects of cognitive abili- ty gauged in mental tests. The statistical extraction of g is per- formed by a technique called factor analysis. Introduced at the turn of the century by British psychologist Charles Spearman, factor analysis determines the minimum number of underlying dimen- sions necessary to explain a pattern of correlations among measurements. A general factor suffusing all tests is not, as is sometimes argued, a necessary out- come of factor analysis. No general factor has been found in the analysis of per- sonality tests, for example; instead the method usually yields at least five dimen- sions (neuroticism, extraversion, consci- entiousness, agreeableness and openness to ideas), each relating to different sub- sets of tests. But, as Spearman observed, a general factor does emerge from analy- sis of mental ability tests, and leading psychologists, such as Arthur R. Jensen of the University of California at Berkeley and John B. Carroll of the University of North Carolina at Chapel Hill, have con- firmed his findings in the decades since. Partly because of this research, most intel- ligence experts now use g as the working definition of intelligence. The general factor explains most differences among individuals in perfor- mance on diverse mental tests. This is Human Intelligence",data/mutualism.pdf --> https://www1.udel.edu/educ/gottfredson/reprints/1998generalintelligencefactor.pdf,The general intelligence factor,1998,L. S. Gottfredson,0.0
"First published in 1983 and now available with a new introduction by the author, Gardner's trailblazing book revolutionized the worlds of education and psychology by positing that rather than a single type of intelligence, we have several- most of which are neglected by standard testing and educational methods.",data/mutualism.pdf --> https://www.amazon.nl/-/en/Howard-Gardner/dp/0465024335,Frames of mind: The theory of multiple intelligences,1983,H. Gardner,0.0
"Although we need to be able to measure progress (or lack thereof) towards the 2010 target, the more pressing need is to ensure funding and implementation of those conservation activities needed to actually achieve a significant reduction in the rate of biodiversity loss. Ultimately, an improvement in the Red List Index will require urgent investment in the conservation of species facing a high risk of extinction and of the habitats where they occur",data/mutualism.pdf --> https://pubmed.ncbi.nlm.nih.gov/15510132/,Conservation biology: Biodiversity barometers,2004,thomas m. brooks elizabeth kennedy,0.0
"The prologue opens with an account of Diamond's conversation with Yali, a New Guinean politician. The conversation turned to the obvious differences in power and technology between Yali's people and the Europeans who dominated the land for 200 years, differences that neither of them considered due to any genetic superiority of Europeans. Yali asked, using the local term ""cargo"" for inventions and manufactured goods, ""Why is it that you white people developed so much cargo and brought it to New Guinea, but we black people had little cargo of our own?""[2]: 14   Diamond realized the same question seemed to apply elsewhere: ""People of Eurasian origin ... dominate ... the world in wealth and power."" Other peoples, after having thrown off colonial domination, still lag in wealth and power. Still others, he says, ""have been decimated, subjugated, and in some cases even exterminated by European colonialists.""[2]: 15   The peoples of other continents (sub-Saharan Africans, Indigenous people of the Americas, Aboriginal Australians, New Guineans, and the original inhabitants of tropical Southeast Asia) have been largely conquered, displaced and in some extreme cases – referring to Native Americans, Aboriginal Australians, and South Africa's indigenous Khoisan peoples – largely exterminated by farm-based societies such as Eurasians and Bantu. He believes this is due to these societies' technological and immunological advantages, stemming from the early rise of agriculture after the last ice age.",data/mutualism.pdf,"Guns, germs, and steel: The fates of human societies",1997,"Diamond, J.",0.0
"The three-stratum theory is a theory of cognitive ability proposed by the American psychologist John Carroll in 1993.[1][2] It is based on a factor-analytic study of the correlation of individual-difference variables from data such as psychological tests, school marks and competence ratings from more than 460 datasets. These analyses suggested a three-layered model where each layer accounts for the variations in the correlations within the previous layer.  The three layers (strata) are defined as representing narrow, broad, and general cognitive ability. The factors describe stable and observable differences among individuals in the performance of tasks. Carroll argues further that they are not mere artifacts of a mathematical process, but likely reflect physiological factors explaining differences in ability (e.g., nerve firing rates). This does not alter the effectiveness of factor scores in accounting for behavioral differences.  Carroll proposes a taxonomic dimension in the distinction between level factors and speed factors. The tasks that contribute to the identification of level factors can be sorted by difficulty and individuals differentiated by whether they have acquired the skill to perform the tasks. Tasks that contribute to speed factors are distinguished by the relative speed with which individuals can complete them. Carroll suggests that the distinction between level and speed factors may be the broadest taxonomy of cognitive tasks that can be offered. Carroll distinguishes his hierarchical approach from taxonomic approaches such as Guilford's Structure of Intellect model (three-dimensional model with contents, operations, and products).",data/mutualism.pdf,The Three-Stratum Theory of Cognitive Abilities.,1997,j. carroll,0.0
Stephen Ceci argues that traditional conceptions of intelligence ignore the role of society in shaping intelligence and underestimate the intelligence of non-Western societies. He puts forth a “bio-ecological” framework of individual differences in intellectual development that is intended to address some of the major deficiencies of extant theories of intelligence. The focus is on alternative interpretations of phenomena that emerge when implicit assumptions of intelligence researchers are challenged.,data/mutualism.pdf --> https://www.hup.harvard.edu/catalog.php?isbn=9780674634565,On intelligence - more or less : a bio-ecological treatise on intellectual development,1990,s. ceci,0.0
"The author examines the relative merits of the Binet-Thomson-Guilford theories of intelligence and Spearman's theory of intelligence as"" enerp""'This latter was compatible with Galton's concept of general intelligence as a primarily biological and genetically transmissable reality. Almost from the beginning of the scientific study of human intelligence, there has been an interesting bifurcation, identified with the names and views of Sir Francis Galton and Alfred Binet (Eysenck, 1985, 1986). For Galton, general intelligence was a meaningful concept, based on biological reality, whereas for Binet it was a statistical artefact, nothing more than the average of a number of semi-independent faculties. Galton stressed the genetic side, Binet the educational and environ-mental. Last but not least, Galton looked for physiological methods of measurement, instancing reaction time among others, whereas Binet used tasks involving problem solving, learning, memory, etc. As has been well documented (Eysenck, 1979; Vernon, 1979), Binet's methods of measurement were almost universally adopted, and his general views were very widely accepted, particularly in the United States; psychologists in the United Kingdom were more sympathetic to Galton-type ideas. In recent years, there has been a revolution in this field, based on experimental studies of reaction time and evoked potentials as measures of intelligence (Eysenck, 1983), and these studies may cause a reappraisal of the whole situation (Eysenck & Barrett, 1985). A new"" model for intelligence""(Eysenck, 1982) seems likely to emerge from these upheavals. In this paper an attempt will be made to assess to which extent these recent findings are relevant to another theoretical bifurcation, not unrelated to that mentioned above, namely that between the Thorndike-Thomson theory of bonds (Thorn-dike, Bregman, and Cobb, 1927; Thomson, 1951), and Spear-man's theory of"" energy""(Spearman, 1927). These two causal theories were put forward in an attempt to explain certain agreed observations in the psychometric field, namely that correlations between cognitive tests were almost universally positive ("" positive manifold""), and the resulting matrices tend-ed to have a low rank, possibly rank one. Spearman argued that THE MANKIND QUARTERLY these facts supported his theory of a general factor of intelli-gence ("" g""), whereas Thomson put forward an alternative view which argued that the mind had little structure and that similar psychometric effects would be manifested if"" we have a causal background comprising innumerable bonds, and if any measure-ments we make can be influenced by any sample of that back-ground, one measurement by this sample and another by that, all samples being possible; and if we choose a number of dif-ferent measurements and find their intercorrelations, the matrix of these intercorrelations will tend to be hierarchical, or at least tend to have a low reduced rank""(Thomson, 1951: p. 271). As he also points out, this is nothing to do with the mind: it is simply a mathematical necessity, whatever the material used to illustrate it. These two alternative views had their origin already much earlier (Spearman, 1904; Thomson, 1916, 1919, 1927, 1935), and they attracted much attention. Mathematicians tended to side with Thomson (Bartlett, 1937, McDonald, 1967; Mackie, 1928), and more recently Maxwell (1972), who made an attempt to resurrect Thomson's theory. It may at once be said that psychometrically it is impossible to decide between the two theories",data/mutualism.pdf,Thomson's 'bonds' or Spearman's 'energy': sixty years on,1987,h. eysenck,0.0
"Psychologist Sternberg explains the evolution of theories of intelligence and introduces within this historical context his own theory. His theory invokes components of three kinds: metacomponents--processes involved in planning, monitoring, and evaluating problem-solving activities; performance components--lower-order processes put into play to implement commands of the metacomponents; and knowledge acquisition components--activities instrumental in learning how to solve problems. Sternberg defines intelligence as mental self-management and shows how it is used both in day-to-day problem-solving and in the world of executive decisionmaking, and how it can be nurtured at any age. Sternberg criticizes both traditional notions of intelligence and intelligence tests.",data/mutualism.pdf --> https://www.amazon.nl/Triarchic-Mind-Theory-Human-Intelligence/dp/0140092102,The Triarchic Mind: A New Theory of Human Intelligence,1988,r. sternberg,0.0
