Author,Title,Publication Year,Abstract Note,SOURCE
"s. rosen,",Hedonic Prices and Implicit Markets: Product Differentiation in Pure Competition,1974,"A class of differentiated products is completely described by a vector of objectively measured characteristics. Observed product prices and the specific amounts of characteristics associated with each good define a set of implicit or ""hedonic"" prices. A theory of hedonic prices is formulated as a problem in the economics of spatial equilibrium in which the entire set of implicit prices guides both consumer and producer locational decisions in characteristics space. Buyer and seller choices, as well as the meaning and nature of market equilibrium, are analyzed. Empirical implications for hedonic price regressions and index number construction are pointed out.",data/airbnb.pdf
gabriele paolacci jesse j. chandler,Inside the Turk,2014,"Mechanical Turk (MTurk), an online labor market created by Amazon, has recently become popular among social scientists as a source of survey and experimental data. The workers who populate this market have been assessed on dimensions that are universally relevant to understanding whether, why, and when they should be recruited as research participants. We discuss the characteristics of MTurk as a participant pool for psychology and other social sciences, highlighting the traits of the MTurk samples, why people become MTurk workers and research participants, and how data quality on MTurk compares to that from other pools and depends on controllable and uncontrollable factors.",10.1177/0963721414531598
margarita machelett,Gender price gaps and competition: Evidence from a correspondence study,2018,"I implement a large-scale field experiment in the US auto repair industry to study the existence and structure of gender-based price discrimination in service markets. Women receive price quotes that are 2 percent (over 9 dollars) higher than men. These differences disappear once women signal low search costs, suggesting statistical rather than tastebased discrimination. Price requests that appear to come from high-income households raise quotes for men but not women, also eliminating the gender gap. The price gap also falls with the number of nearby repair shops, suggesting that market competition alleviates gender-based price discrimination. JEL codes: C93, D4, J16, J18, J71",10.1257/rct.3279-3.0
c. gibbs daniel a. guttentag u. gretzel j. morton alasdair m. goodwill,Pricing in the sharing economy: a hedonic pricing model applied to Airbnb listings,2018,"ABSTRACT This paper examines the impact of a variety of variables on the rates published for Airbnb listings in five large metropolitan areas in Canada. The researchers applied a hedonic pricing model to 15,716 Airbnb listings. As expected, the results show that physical characteristics, location, and host characteristics significantly impact price. Interestingly, more reviews are associated with a drop in price. This information is useful to hosts who are forming a pricing strategy for their listings as well as for Airbnb, who needs to support them. The paper raises important questions about pricing in the sharing economy and suggests avenues for future research in this area.",10.1080/10548408.2017.1308292
w. gornall ilya a. strebulaev,"Gender, Race, and Entrepreneurship: A Randomized Field Experiment on Venture Capitalists and Angels",2020,"We study gender and race in high-impact entrepreneurship using a tightly controlled randomized field experiment. We sent out 80,000 pitch emails introducing promising but fictitious start-ups to 28,000 venture capitalists and angels. Each email was sent by a fictitious entrepreneur with randomly assigned gender and race. Female entrepreneurs received 9% more interested replies than males pitching identical projects and Asians received 6% more than Whites. Our results suggest that investors do not discriminate against female or Asian entrepreneurs when evaluating unsolicited pitch emails and that future research on investor biases should focus on networks and in-person interactions.",10.2139/ssrn.3301982
s. e. woo melissa g. keith meghan a. thornton,"Amazon Mechanical Turk for Industrial and Organizational Psychology: Advantages, Challenges, and Practical Recommendations",2015,"We are in almost full agreement with Landers and Behrend's (2015) thoughtful and balanced critiques of various convenience sampling strategies focusing on the four most frequently used data sources in our field. In this commentary, we expand on Landers and Behrend's discussions specifically around Mechanical Turk (MTurk) by providing further supporting voice and/or clarity to the four potential concerns and relative advantages associated with MTurk. We also raise a few additional concerns and challenges to which the current literature does not yet offer definitive answers. We conclude with some practical guidelines summarizing the relative advantages and unique challenges of using MTurk.",10.1017/iop.2015.21
weiwen leung zheng zhang daviti jibuti jinhao zhao maximilian klein casey s. pierce l. robert haiyi zhu,"Race, Gender and Beauty: The Effect of Information Provision on Online Hiring Biases",2020,"We conduct a study of hiring bias on a simulation platform where we ask Amazon MTurk participants to make hiring decisions for a mathematically intensive task. Our findings suggest hiring biases against Black workers and less attractive workers, and preferences towards Asian workers, female workers and more attractive workers. We also show that certain UI designs, including provision of candidates' information at the individual level and reducing the number of choices, can significantly reduce discrimination. However, provision of candidate's information at the subgroup level can increase discrimination. The results have practical implications for designing better online freelance marketplaces.",10.2139/ssrn.3520625
matt lovett saleh bajaba myra lovett marcia j. simmering,Data Quality from Crowdsourced Surveys: A Mixed Method Inquiry into Perceptions of Amazon's Mechanical Turk Masters,2018,"Researchers in the social sciences are increasingly turning to online data collection panels for research purposes. While there is evidence that crowdsourcing platforms such as Amazon s Mechanical Turk can produce data as reliable as more traditional survey collection methods, little is known about Amazon s Mechanical Turk s most experienced respondents, their perceptions of crowdsourced data, and the degree to which these affect data quality. The current study utilises both quantitative and qualitative data to investigate Amazon s Mechanical Turk Masters perceptions and attitudes related to the data quality (e.g. inattention). Recommendations for researchers using crowdsourcing data are provided.",10.1111/apps.12124
jonathan guryan k. charles,Taste�?Based or Statistical Discrimination: The Economics of Discrimination Returns to its Roots,2013,"We briefly review the evolution of empirical work on discrimination. We discuss why traditional regression‐based approaches neither convincingly measure market discrimination nor disentangle the relative importance of animus versus statistical discrimination in explaining such discrimination as exists. We describe the development of modern correspondence studies. We argue that these studies have the promise to credibly identify the presence of discrimination if not its magnitude, can inform us about the underlying mechanism generating discrimination and can also point to avenues for new theoretical and empirical work on discrimination. We discuss two articles with exemplary applications of these new methods.",10.1111/ecoj.12080
j. heckman,Detecting Discrimination,1998,"you have obtained prior permission, you may not download an entire issue of a journal or multiple copies of articles, and you may use content in the JSTOR archive only for your personal, non-commercial use. Each copy of any part of a JSTOR transmission must contain the same copyright notice that appears on the screen or printed page of such transmission. JSTOR is a not-for-profit organization founded in 1995 to build trusted digital archives for scholarship. We work with the scholarly community to preserve their work and the materials they rely upon, and to build a common research platform that promotes the discovery and use of these resources. For more information about JSTOR, please contact support@jstor.org.",10.1257/jep.12.2.101
alexander s. cauley j. zax,Alphabetism: The Effects of Surname Initial and the Cost of Being Otherwise Undistinguished,2018,"A small literature demonstrates that names are economically relevant. However, this is the first paper to examine the relationship between surname initial rank and male life outcomes, including human capital investments and labor market experiences. Surnames with initials farther from the beginning of the alphabet were associated with less distinction and satisfaction in high school, lower educational attainment, more military service and less attractive first jobs. These effects were concentrated among men who were undistinguished by cognitive ability or appearance, and, for them, may have persisted into middle age. They suggest that ordering is important and that over-reliance on alphabetical orderings can be harmful.",10.2139/ssrn.3272556
s. m. gaddis,An Introduction to Audit Studies in the Social Sciences,2017,"An audit study is a specific type of field experiment primarily used to test for discriminatory behavior when survey and interview questions induce social desirability bas. In this chapter, I first review the language and definitions related to audit studies and encourage adoption of a common language. I then discuss why researchers use the audit method as well as when researchers can and should use this method. Next, I give an overview of the history of audit studies, focusing on major developments and changes in the overall body of work. Finally, I discuss the limitations of correspondence audits and provide some thoughts on future directions. Keywords Audit studies Correspondence audits Discrimination Field experiments",10.1007/978-3-319-71153-9_1 --> https://link.springer.com/chapter/10.1007/978-3-319-71153-9_1
benjamin edelman michael luca d. svirsky,Racial Discrimination in the Sharing Economy: Evidence from a Field Experiment,2016,"In an experiment on Airbnb, we find that applications from guests with distinctively African American names are 16 percent less likely to be accepted relative to identical guests with distinctively white names. Discrimination occurs among landlords of all sizes, including small landlords sharing the property and larger landlords with multiple properties. It is most pronounced among hosts who have never had an African American guest, suggesting only a subset of hosts discriminate. While rental markets have achieved significant reductions in discrimination in recent decades, our results suggest that Airbnb's current design choices facilitate discrimination and raise the possibility of erasing some of these civil rights gains.",10.2139/ssrn.2701902
morgane laouénan roland rathelot,Can Information Reduce Ethnic Discrimination? Evidence from Airbnb,2022,"We use data from Airbnb to identify the mechanisms underlying discrimination against ethnic minority hosts. Within the same neighborhood, hosts from minority groups charge 3.2 percent less for comparable listings. Since ratings provide guests with increasingly rich information about a listing’s quality, we can measure the contribution of statistical discrimination, building upon Altonji and Pierret (2001). We find that statistical discrimination can account for the whole ethnic price gap: ethnic gaps would disappear if all unobservables were revealed. Also, three-quarters (2.5 points) of the initial ethnic gap can be attributed to inaccurate beliefs of potential guests about hosts’ average group quality. (JEL D83, J15, L84)",10.1257/app.20190188
"gabriele paolacci, jesse j. chandler, panagiotis g. ipeirotis,",Running Experiments on Amazon Mechanical Turk,2010,"Although Mechanical Turk has recently become popular among social scientists as a source of experimental data, doubts may linger about the quality of data provided by subjects recruited from online labor markets. We address these potential concerns by presenting new demographic data about the Mechanical Turk subject population, reviewing the strengths of Mechanical Turk relative to other online and offline methods of recruiting subjects, and comparing the magnitude of effects obtained using Mechanical Turk and traditional subject pools. We further discuss some additional benefits such as the possibility of longitudinal, cross cultural and prescreening designs, and offer some advice on how to best manage a common subject pool.",data/audit.pdf
anne-marie g. harris geraldine r. henderson jerome d. williams,Courting Customers: Assessing Consumer Racial Profiling and other Marketplace Discrimination,2005,"Through an examination of 81 federal court decisions made between 1990 and 2002 involving customers’ allegations of race and/or ethnic discrimination, the authors uncover three emergent dimensions of discrimination: (1) the type of alleged discrimination (subtle or overt), (2) the level of service (degradation or denial), and (3) the existence of criminal suspicion in the alleged discriminatory conduct (present or absent). Using a framework that enables the categorization and aggregation of cases with common themes, the authors demonstrate that real and perceived consumer discrimination remains a problem in the U.S. marketplace, and they conclude that further research is necessary for marketers to address the issue effectively.",10.1509/jppm.24.1.163.63893
bo zhao j. ondrich j. yinger,Why Do Real Estate Brokers Continue to Discriminate? Evidence from the 2000 Housing Discrimination Study,2005,"This paper studies racial and ethnic discrimination in discrete choices by real estate brokers using national audit data from the 2000 Housing Discrimination Study. It uses a fixed effects logit model to estimate the probability that discrimination occurs and to study the causes of discrimination. The data set makes it possible to control for auditors' actual demographic and socioeconomic characteristics, along with the characteristics assigned for the purposes of the audit. The study finds that discrimination continues to be strong but also documents a downward trend in both the scope and incidence of discrimination since 1989. The estimations also identify both brokers' prejudice and white customers' prejudice as causes of discrimination.",10.1142/9789813206670_0028
dominyka paulauskaite raymond a. powell j. a. coca-stefaniak a. morrison,Living like a local: Authentic tourism experiences and the sharing economy,2017,"Travellers are demanding authentic, experientially oriented opportunities with more meaningful interactions with locals. The sharing economy has emerged partly as a response to these consumer trends with major potential impacts for tourism. This research investigated the phenomenon of authenticity-seeking tourism and its links to the hospitality sector through consumer choices related to accommodation offered by sharing economy providers. It explored the relationship between perceived authenticity of the “local” experience and its significance when purchasing accommodation. The three themes of unique accommodation interiors and atmosphere, interactions with hosts, and interactions with local culture were found to be important to Airbnb users.",10.1002/JTR.2134
e. macchi,Worth Your Weight: Experimental Evidence on the Benefits of Obesity in Low-Income Countries,2023,"I study the economic value of obesity—a status symbol in poor countries associated with raised health risks. Randomizing decision-makers in Kampala, Uganda to view weight-manipulated portraits, I find that obesity is perceived as a reliable signal of wealth but not of beauty or health. Thus, leveraging a real-stakes experiment involving professional loan officers, I show that being obese facilitates access to credit. The large obesity premium, comparable to raising borrower self-reported earnings by over 60 percent, is driven by asymmetric information and drops significantly when providing more financial information. Notably, obesity benefits and wealth-signaling value are commonly overestimated, suggesting market distortions. (JEL D82, G21, G51, I12, O16, Z13)",10.1257/aer.20211879
m. ewens b. tomlin l. c. wang,Statistical Discrimination or Prejudice? A Large Sample Field Experiment,2012,"Abstract A model of racial discrimination provides testable implications for two features of statistical discriminators: differential treatment of signals by race and heterogeneous experience that shapes perception. We construct an experiment in the U.S. rental apartment market that distinguishes statistical discrimination from taste-based discrimination. Responses from over 14,000 rental inquiries with varying applicant quality show that landlords treat identical information from applicants with African American– and white-sounding names differently. This differential treatment varies by neighborhood racial composition and signal type in a manner consistent with statistical discrimination and in contrast to patterns predicted by a model of taste-based discrimination.",10.1162/REST_a_00365
a. marchenko,The impact of host race and gender on prices on Airbnb,2019,"This study investigates the impact of host race and gender on Airbnb property prices. I use an existing dataset of Airbnb listings and visually inspect 70,000 host profile pictures to code host demographics. I estimate that Asian hosts earn 4–5%, and Black male hosts 3%, less than White males for the same type of property. However, controlling for more observables weakens the effects, requiring a cautious interpretation of these point estimates. I use two proxies for the number of bookings a listing has to estimate whether a demand or supply shift is responsible for the price disparity. I find that despite the lower prices they charge for listings, minority hosts face lower demand. These findings are consistent with, but not conclusive of, the presence of discrimination.",10.1016/J.JHE.2019.101635 --> https://www.sciencedirect.com/science/article/pii/S1051137718301815
jesse j. chandler pam mueller gabriele paolacci,Nonnaïveté among Amazon Mechanical Turk workers: Consequences and solutions for behavioral researchers,2013,"Crowdsourcing services—particularly Amazon Mechanical Turk—have made it easy for behavioral scientists to recruit research participants. However, researchers have overlooked crucial differences between crowdsourcing and traditional recruitment methods that provide unique opportunities and challenges. We show that crowdsourced workers are likely to participate across multiple related experiments and that researchers are overzealous in the exclusion of research participants. We describe how both of these problems can be avoided using advanced interface features that also allow prescreening and longitudinal data collection. Using these techniques can minimize the effects of previously ignored drawbacks and expand the scope of crowdsourcing as a tool for psychological research.",10.3758/s13428-013-0365-7 --> https://link.springer.com/article/10.3758/s13428-013-0365-7
david johnson j. ryan,Amazon Mechanical Turk workers can provide consistent and economically meaningful data,2018,"We explore the consistency of the characteristics of individuals who participate in studies posted on Amazon Mechanical Turk (AMT). The primary individuals analyzed in this study are subjects who participated in at least two of eleven experiments that were run on AMT between September of 2012 to January of 2018. We demonstrate subjects consistently report a series of demographic and personality characteristics. Further, subjective willingness to take risk is found to be significantly correlated with decisions made in a simple lottery experiment with real stakes - even when the subjective risk measure is reported months, sometimes years, in the past. This suggests the quality of data obtained via AMT is not significantly harmed by the lack of control over the conditions under which the responses are recorded.",10.1002/SOEJ.12451
"panagiotis g. ipeirotis,",Demographics of Mechanical Turk,2010,"We present the results of a survey that collected information about the demographics of participants on Amazon Mechanical Turk, together with information about their level of activity and motivation for working on Amazon Mechanical Turk. We find that approximately 50% of the workers come from the United States and 40% come from India. Country of origin tends to change the motivating reasons for workers to participate in the marketplace. Significantly more workers from India participate on Mechanical Turk because the online marketplace is a primary source of income, while in the US most workers consider Mechanical Turk a secondary source of income. While money is a primary motivating reason for workers to participate in the marketplace, workers also cite a variety of other motivating reasons, including entertainment and education.",data/audit.pdf
ronnie jia zachary r. steelman b. reich,"Using Mechanical Turk Data in IS Research: Risks, Rewards, and Recommendations",2017,": With the increasing use of crowdsourced data in behavioral research fields, it is important to examine their appropriateness and desirability for IS research. Extending recent work in the IS literature, this tutorial discusses the risks and rewards of using data gathered on Amazon’s Mechanical Turk. We examine the characteristics of MTurk workers and the resulting method biases that may be exacerbated in MTurk data. Based on this analysis, we present a 2x2 matrix to illustrate the categories of IS research questions that are and are not amenable to MTurk data. We suggest that MTurk data is more appropriate for generalizing studies that examine diverse cognition than for contextualizing studies or those involving shared cognition. Finally, we offer a set of practical recommendations for researchers who wish to collect data on MTurk.",10.17705/1cais.04114
"a. berinsky, g. huber, gabriel s. lenz,",Evaluating Online Labor Markets for Experimental Research: Amazon.com's Mechanical Turk,2012,"We examine the trade-offs associated with using Amazon.com's Mechanical Turk (MTurk) interface for subject recruitment. We first describe MTurk and its promise as a vehicle for performing low-cost and easy-to-field experiments. We then assess the internal and external validity of experiments performed using MTurk, employing a framework that can be used to evaluate other subject pools. We first investigate the characteristics of samples drawn from the MTurk population. We show that respondents recruited in this manner are often more representative of the U.S. population than in-person convenience samples—the modal sample in published experimental political science—but less representative than subjects in Internet-based panels or national probability samples. Finally, we replicate important published experimental work using MTurk samples.",data/audit.pdf
y. lee yong-won seo enno siemsen,Running Behavioral Operations Experiments Using Amazon's Mechanical Turk,2017,"Mechanical Turk (MTurk), an online labor market run by Amazon, provides a platform for conducting behavioral experiments; the site offers immediate and inexpensive access to a large global subject pool. In this paper, we review recent research about MTurk and test the validity of using MTurk for experiments in behavioral operations management. We used subjects from MTurk to replicate the experiments in Bolton and Katok (2008), Engelbrecht-Wiggans and Katok (2008), Loch and Wu (2008), and Bolton, Ockenfels and Thonemann (2012). Our results are similar to the originals, but we also document some important differences. MTurk appears to be an important and relevant tool for researchers in behavioral operations, but we caution researchers to restrict use of this subject pool to experiments involving short-lived stimuli and behavioral manipulations.",10.2139/ssrn.2972406
"n. jacquemet, constantine yannelis,",Indiscriminate Discrimination: A Correspondence Test for Ethnic Homophily in the Chicago Labor Market,2011,"Numerous field experiments have demonstrated the existence of discrimination in labor markets against specific minority groups. This paper uses a correspondence test to determine whether this discrimination is due to prejudice against specific groups, or a general preference for the majority group. Three groups of identical fabricated resumes are sent to help-wanted advertisements in Chicago newspapers: one with Anglo-Saxon names, one with African-American names, and one with fictitious foreign names whose ethnic origin is unidentifiable to most Americans. Resumes with Anglo-Saxon names generate nearly one third more call-backs than identical resumes with non Anglo-Saxon ones, either African-American or Foreign. We take this as evidence that discriminatory behavior is part of a larger pattern of unequal treatment of any member of non-majority groups, ethnic homophily.",data/audit.pdf
p. verhaeghe billie martiniello marek endrich l. landschoot,Ethnic discrimination on the shared short-term rental market of Airbnb: evidence from a correspondence study in Belgium,2023,"Highlights • We conducted 1043 correspondence tests on the Airbnb platform in Belgium during the Covid-summer of 2021. • Guests with Moroccan-sounding names have 6.9% lower acceptance rates than those with Belgian-sounding names, while there is no discrimination against guests of Polish origin. • The ethnic difference in acceptance rates between Belgian and Moroccan guests accrues to 14.7% among professional hosts, while there is no ethnic difference among non-professional hosts. • This study demonstrates that the Instant book function, which Airbnb introduced in 2016 to inhibit discrimination and bias in the personal selection on Airbnb, is to some extent effective to mitigate discrimination. • These findings suggest that the anti-discrimination policy of Airbnb is insufficient to tackle ethnic discrimination on the platform. More is needed to eradicate discrimination.",10.1016/j.ijhm.2022.103423 --> https://www.sciencedirect.com/science/article/pii/S0278431922002894
"corrado giulietti, m. tonin, michael vlassopoulos,",Racial Discrimination in Local Public Services: A Field Experiment in the US,2015,"Discrimination in access to public services can act as a major obstacle towards addressing racial inequality. We examine whether racial discrimination exists in access to a wide spectrum of public services in the US. We carry out an email correspondence study in which we pose simple queries to more than 19,000 local public service providers. We find that emails are less likely to receive a response if signed by a black-sounding name compared to a white-sounding name. Given a response rate of 72% for white senders, emails from putatively black senders are almost 4 percentage points less likely to receive an answer. We also find that responses to queries coming from black names are less likely to have a cordial tone. Further tests suggest that the differential in the likelihood of answering is due to animus towards blacks rather than inferring socioeconomic status from race.",data/audit.pdf
h. holzer,Informal Job Search and Black Youth Unemployment,1986,"In this paper I analyze how young black and white unemployed jobseekers use various methods of search, and the employment outcomes which result from their use.The focus is on distinguishing informal search methods (i.e.,friends and relatives or direct application without referral) from more formal ones in analyzing racial differences.The results show that the two informal methods of search account for about 90% of the difference in employment probabilities between white and black youth. This also accounts for 57-71% of the difference in unemployment rates between the two. Furthermore, most of these results reflect differences in the ability of these methods to generate job offers, as opposed to differences in search effort or job acceptance rates. However, our ability to explain these differences through personal, family, and household characteristics was generally quite limited.",10.3386/W1860
prodosh e. simlai,Predicting owner-occupied housing values using machine learning: an empirical investigation of California census tracts data,2021,"ABSTRACT In this paper, we introduce machine-learning (ML) methods to evaluate one of the key concepts of real estate analysis – the prediction of housing prices in the presence of a large number of covariates. We use several supervised ML tools that are based on regularisation methods – notably Ridge, LASSO, and Elastic Net regressions – and discuss their relative performance in comparison to conventional OLS-based methods. Our empirical results show that the supervised ML methods provide a comprehensive description of the determinants of owner-occupied housing values in the census tracts of California. We find that, compared to the familiar worlds of OLS and WLS, the Ridge, LASSO, and Elastic Net regressions provide relatively better out-of-sample predictions. Among the benefits of shrinkage-based ML methods are their ability to resolve such issues as variable selection and overfitting.",10.1080/09599916.2021.1890187
roland g. fryer s. levitt,The Causes and Consequences of Distinctively Black Names,2003,"In the 1960's, Blacks and Whites chose relatively similar first names for their children. Over a short period of time in the early 1970's, that pattern changed dramatically with most Blacks (particularly those living in racially isolated neighborhoods) adopting increasingly distinctive names, but a subset of Blacks actually moving toward more assimilating names. The patterns in the data appear most consistent with a model in which the rise of the Black Power movement influenced how Blacks perceived their identities. Among Blacks born in the last two decades, names provide a strong signal of socio-economic status, which was not previously the case. We find, however, no negative causal impact of having a distinctively Black name on life outcomes. Although that result is seemingly in conflict with previous audit studies involving resumes, we argue that the two sets of findings can be reconciled.",10.1162/0033553041502180
s. m. gaddis,Understanding the 'How' and 'Why' Aspects of Racial/Ethnic Discrimination: A Multi-Method Approach to Audit Studies,2019,"Researchers have used audit studies to provide causal evidence of racial discrimination for nearly sixty years. While audits are excellent methodological tools to investigate the “what,” “where,” and “when” aspects of racial/ethnic discrimination, they are less appropriate, by themselves, to investigate the “how,” and “why” aspects of racial/ethnic discrimination. In this article, I review why audit studies are necessary to study racial/ethnic discrimination, the evidence from audit studies, and their limitations. I then argue that scholars should adopt a multi-method approach to audit studies to move from documenting the existence of racial/ethnic discrimination to examining how and why racial/ethnic discrimination occurs. Adoption of this multi-method approach will result in a deeper understanding of racial/ethnic discrimination with the potential to shape both opinions and policy surrounding discrimination.",10.2139/ssrn.3426846
"eyal péer, j. vosgerau, a. acquisti,",Reputation as a sufficient condition for data quality on Amazon Mechanical Turk,2014,"Data quality is one of the major concerns of using crowdsourcing websites such as Amazon Mechanical Turk (MTurk) to recruit participants for online behavioral studies. We compared two methods for ensuring data quality on MTurk: attention check questions (ACQs) and restricting participation to MTurk workers with high reputation (above 95% approval ratings). In Experiment 1, we found that high-reputation workers rarely failed ACQs and provided higher-quality data than did low-reputation workers; ACQs improved data quality only for low-reputation workers, and only in some cases. Experiment 2 corroborated these findings and also showed that more productive high-reputation workers produce the highest-quality data. We concluded that sampling high-reputation workers can ensure high-quality data without having to resort to using ACQs, which may lead to selection bias if participants who fail ACQs are excluded post-hoc.",data/audit.pdf --> https://link.springer.com/article/10.3758/s13428-013-0434-y
a. arechar gordon t. kraft-todd david g. rand,Turking overtime: how participant characteristics and behavior vary over time and day on Amazon Mechanical Turk,2017,"Online experiments allow researchers to collect datasets at times not typical of laboratory studies. We recruit 2,336 participants from Amazon Mechanical Turk to examine if participant characteristics and behaviors differ depending on whether the experiment is conducted during the day versus night, and on weekdays versus weekends. Participants make incentivized decisions involving prosociality, punishment, and discounting, and complete a demographic and personality survey. We find no time or day differences in behavior, but do find that participants at nights and on weekends are less experienced with online studies; on weekends are less reflective; and at night are less conscientious and more neurotic. These results are largely robust to finer grained measures of time and day. We also find that those who participated earlier in the course of the study are more experienced, reflective, and agreeable, but less charitable than later participants.",10.1007/s40881-017-0035-0 --> https://pubmed.ncbi.nlm.nih.gov/29130029/
s. m. gaddis,How Black Are Lakisha and Jamal? Racial Perceptions from Names Used in Correspondence Audit Studies,2017,"Online correspondence audit studies have emerged as the primary method to examine racial discrimination. Although audits use distinctive names to signal race, few studies scientifically examine data regarding the perception of race from names. Different names treated as black or white may be perceived in heterogeneous ways. I conduct a survey experiment that asks respondents to identify the race they associate with a series of names. I alter the first names given to each respondent and inclusion of last names. Names more commonly given by highly educated black mothers (e.g., Jalen and Nia) are less likely to be perceived as black than names given by less educated black mothers (e.g., DaShawn and Tanisha). The results suggest that a large body of social science evidence on racial discrimination operates under a misguided assumption that all black names are alike, and the findings from correspondence audits are likely sensitive to name selection.",10.15195/V4.A19
peter s. arcidiacono josh kinsler tyler ransom,Asian American Discrimination in Harvard Admissions,2020,"Detecting racial discrimination using observational data is challenging because of the presence of unobservables that may be correlated with race. Using data made public in the SFFA v. Harvard case, we estimate discrimination in a setting where this concern is mitigated. Namely, we show that there is a substantial penalty against Asian Americans in admissions with limited scope for omitted variables to overturn the result. This is because (i) Asian Americans are substantially stronger than whites on the observables associated with admissions and (ii) the richness of the data yields a model that predicts admissions extremely well. Our preferred model shows that Asian Americans would be admitted at a rate 19% higher absent this penalty. Controlling for one of the primary channels through which Asian American applicants are discriminated against--the personal rating--cuts the Asian American penalty by less than half, still leaving a substantial penalty.",10.3386/w27068
"Michael Buhrmester, Tracy Kwang, Samuel D. Gosling","Amazon’s Mechanical Turk: A New Source of Inexpensive, Yet High-Quality, Data?",2011,"Amazon's Mechanical Turk (MTurk) is a relatively new website that contains the major elements required to conduct research: an integrated participant compensation system; a large participant pool; and a streamlined process of study design, participant recruitment, and data collection. In this article, we describe and evaluate the potential contributions of MTurk to psychology and other social sciences. Findings indicate that (a) MTurk participants are slightly more demographically diverse than are standard Internet samples and are significantly more diverse than typical American college samples; (b) participation is affected by compensation rate and task length, but participants can still be recruited rapidly and inexpensively; (c) realistic compensation rates do not affect data quality; and (d) the data obtained are at least as reliable as those obtained via traditional methods. Overall, MTurk can be used to obtain high-quality data inexpensively and rapidly.",data/audit.pdf --> https://pubmed.ncbi.nlm.nih.gov/26162106/
ulrich gunter i. önder,Determinants of Airbnb demand in Vienna and their implications for the traditional accommodation industry,2018,"This study identifies key determinants of Airbnb demand and quantifies their marginal contributions in terms of demand elasticities. A comprehensive cross-sectional data set of all Viennese Airbnb listings that were active between July 2015 and June 2016 is examined. Estimation results, which are obtained by cluster-robust ordinary least squares, show that Airbnb demand in Vienna is price-inelastic. Significant positive drivers include listing size, number of photos, and responsiveness of the host. Significant negative drivers include listing price, distance from the city center, and response time of the host. Implications for the traditional accommodation industry are that, on the one hand, it should better communicate its sought-after advantages (e.g. lower average minimum duration of stay). On the other hand, it should increase its offer of bigger and better equipped hotel rooms since hosting more than two guests at a time is one of the major benefits of Airbnb.",10.1177/1354816617731196
d. pager lincoln quillian,Walking the Talk? What Employers Say Versus What They Do,2005,"This article considers the relationship between employers' attitudes toward hiring exoffenders and their actual hiring behavior. Using data from an experimental audit study of entry-level jobs matched with a telephone survey of the same employers, the authors compare employers' willingness to hire black and white ex-offenders, as represented both by their self-reports and by their decisions in actual hiring situations. Employers who indicated a greater likelihood of hiring ex-offenders in the survey were no more likely to hire an ex-offender in practice. Furthermore, although the survey results indicated no difference in the likelihood of hiring black versus white ex-offenders, audit results show large differences by race. These comparisons suggest that employer surveys-even those using an experimental design to control for social desirability bias-may be insufficient for drawing conclusions about the actual level of hiring discrimination against stigmatized groups.",10.1177/000312240507000301
jesse j. chandler d. shapiro,Conducting Clinical Research Using Crowdsourced Convenience Samples.,2016,"Crowdsourcing has had a dramatic impact on the speed and scale at which scientific research can be conducted. Clinical scientists have particularly benefited from readily available research study participants and streamlined recruiting and payment systems afforded by Amazon Mechanical Turk (MTurk), a popular labor market for crowdsourcing workers. MTurk has been used in this capacity for more than five years. The popularity and novelty of the platform have spurred numerous methodological investigations, making it the most studied nonprobability sample available to researchers. This article summarizes what is known about MTurk sample composition and data quality with an emphasis on findings relevant to clinical psychological research. It then addresses methodological issues with using MTurk--many of which are common to other nonprobability samples but unfamiliar to clinical science researchers--and suggests concrete steps to avoid these issues or minimize their impact.",10.1146/annurev-clinpsy-021815-093623
bastian jaeger willem w. a. sleegers,"Racial Disparities in the Sharing Economy: Evidence from More Than 100,000 Airbnb Hosts across 14 Countries",2022,"Sharing economy platforms, such as Airbnb, often requires (or strongly encourages) hosts to share personal information, such as names and profile photos. Previous research suggests that consumers rely on this information to discriminate against hosts from racial minorities. If there is a preference for White hosts, then they should be able to charge higher prices for qualitatively similar rentals. We test this hypothesis using data from Airbnb. An analysis of 96,150 listings across 24 cities and 14 countries showed that non-White hosts charge approximately 2.5%–3% lower prices for qualitatively similar listings (study 1). A preregistered analysis of 12,648 listings across 14 cities in the United States showed that Black hosts charge approximately 5%–7% lower prices and Asian hosts charge approximately 4%–6% lower prices for similar listings (study 2). These findings support the hypothesis that consumers show a preference for White hosts, which allows White hosts to charge higher prices.",10.1086/722700
jake haselswerdt,"Who Benefits? Race, Immigration, and Assumptions About Policy",2020,"Existing scholarship suggests that attitudes about the real or imagined beneficiaries or targets of public policies shape public opinion about those policies, with racial and ethnic stereotypes driving policy evaluations for many Americans. Despite the importance of these assumptions, we lack strong evidence about how and why people form such assumptions in the first place. In a pre-registered survey experiment, I demonstrate that elements of policy design (e.g., a work requirement) significantly affect the assumptions that individuals make about policy beneficiaries (their race and national origin). These assumptions shape individuals’ evaluations of the policy, conditional on existing attitudes (e.g., racial resentment). Importantly, existing attitudes do not condition the effects at the assumption stage: even those who profess not to believe in racial stereotypes about work ethic still assume that the absence of a work requirement makes a policy more likely to benefit blacks and immigrants.",10.1007/s11109-020-09608-3 --> https://link.springer.com/article/10.1007/s11109-020-09608-3
